12300 elements of T-matrix
s sp m mp n np Tr Ti 
2 1 15 15 3 6 -1.40792818377021e-36 -4.15009921742506e-38
2 1 15 15 3 8 -1.64519596186108e-37 -4.84808674028342e-39
2 1 15 15 3 10 -1.29716359503179e-38 -3.82040530170567e-40
2 1 15 15 5 2 -7.7185158852864e-40 -2.27146750328146e-41
2 1 15 15 5 4 -3.66086601619619e-41 -1.07626471780505e-42
2 1 15 15 5 6 -3.0653544171716e-37 -8.97435614601722e-39
2 1 15 15 5 8 -1.05331717524049e-37 -3.07114654578406e-39
2 1 15 15 5 10 -1.53820587543212e-38 -4.46169586234732e-40
2 1 15 15 7 2 -1.43826908251967e-39 -4.14646480839026e-41
2 1 15 15 7 4 -9.80296760078856e-41 -2.80694081300851e-42
2 1 15 15 7 6 -5.19705268534474e-42 -1.47713208963104e-43
2 1 15 15 7 8 -1.34626948589767e-38 -3.66158505947512e-40
2 1 15 15 7 10 -5.74005534004068e-39 -1.51934096415477e-40
2 1 15 15 9 2 -9.87859554865991e-40 -2.5402119781838e-41
2 1 15 15 9 4 -1.05160310692996e-40 -2.6239544633334e-42
2 1 15 15 9 6 -7.96380548099328e-42 -1.92679021171972e-43
2 1 15 15 9 8 -4.60774298205509e-43 -1.08049679603449e-44
2 1 15 15 9 10 -4.00592246517082e-40 -6.8618954213914e-42
2 1 15 15 11 2 -1.96600540837791e-40 -3.00267018451841e-42
2 1 15 15 11 4 -3.7746248773256e-41 -5.10716085814694e-43
2 1 15 15 11 6 -4.38570963634745e-42 -5.21833759813919e-44
2 1 15 15 11 8 -3.56797581833387e-43 -3.70056790898272e-45
2 1 15 15 11 10 -2.19151070758052e-44 -1.95985483985668e-46
2 2 15 15 2 2 -6.83208788915575e-36 2.31165109357066e-34
2 2 15 15 2 4 -5.51379949211308e-37 1.86567801282565e-35
2 2 15 15 2 6 -3.36058112659173e-38 1.13717152145885e-36
2 2 15 15 2 8 -1.66193882953119e-39 5.62423219338989e-38
2 2 15 15 2 10 -6.86807227455777e-41 2.32451276376933e-39
2 2 15 15 4 2 -5.5117747431855e-37 1.86559461824927e-35
2 2 15 15 4 4 -7.28664257589403e-38 2.46742277927994e-36
2 2 15 15 4 6 -6.0630596949666e-39 2.05447109459758e-37
2 2 15 15 4 8 -3.74759600284046e-40 1.27103382512611e-38
2 2 15 15 4 10 -1.83725856246091e-41 6.2383949973525e-40
2 2 15 15 6 2 -3.32878539746265e-38 1.1353717462637e-36
2 2 15 15 6 4 -5.97792912268158e-39 2.0494737884775e-37
2 2 15 15 6 6 -6.1855469784382e-40 2.13406526906629e-38
2 2 15 15 6 8 -4.50783611696751e-41 1.56658765239901e-39
2 2 15 15 6 10 -2.5153784401914e-42 8.81232730175195e-41
2 2 15 15 8 2 -1.47866752951323e-39 5.47150731641806e-38
2 2 15 15 8 4 -3.21191660882336e-40 1.2255714454842e-38
2 2 15 15 8 6 -3.81429147027524e-41 1.50375677197387e-39
2 2 15 15 8 8 -3.08086125680975e-42 1.25664054293527e-40
2 2 15 15 8 10 -1.85930141227195e-43 7.85362083007764e-42
2 2 15 15 10 2 -2.86926914419137e-41 1.75873579760407e-39
2 2 15 15 10 4 -6.48418311886707e-42 4.53017935802833e-40
2 2 15 15 10 6 -7.70468349254568e-43 6.19626336985802e-41
2 2 15 15 10 8 -6.02899096226298e-44 5.64818662746599e-42
2 2 15 15 10 10 -3.4210486339022e-45 3.79024705487143e-43
2 2 15 15 1 1 -8.73384063912811e-35 2.95510779283486e-33
2 2 15 15 1 3 -4.55691725801804e-36 1.54186463042171e-34
2 2 15 15 1 5 -2.39176459583612e-37 8.09289176579345e-36
2 2 15 15 1 7 -1.10414170576268e-38 3.73613275437682e-37
2 2 15 15 1 9 -4.41857763478953e-40 1.49517998623262e-38
2 2 15 15 1 11 -1.53545633721662e-41 5.19592519941422e-40
2 2 15 15 3 1 -4.55688788694322e-36 1.5418637850843e-34
2 2 15 15 3 3 -7.08005243074478e-37 2.39562940466572e-35
2 2 15 15 3 5 -6.04910229898245e-38 2.04690853903039e-36
2 2 15 15 3 7 -3.8056026702428e-39 1.28785750692928e-37
2 2 15 15 3 9 -1.9032706053334e-40 6.44162054333117e-39
2 2 15 15 3 11 -7.85226416657563e-42 2.65799308958713e-40
2 2 15 15 5 1 -2.39077605967322e-37 8.0924928826622e-36
2 2 15 15 5 3 -6.043874056934e-38 2.04669213190533e-36
2 2 15 15 5 5 -7.05552982047366e-39 2.39096217981265e-37
2 2 15 15 5 7 -5.55087323425851e-40 1.88287808824685e-38
2 2 15 15 5 9 -3.29385453454445e-41 1.11864729297885e-39
2 2 15 15 5 11 -1.55744670661937e-42 5.29702976369922e-41
2 2 15 15 7 1 -1.09300529316218e-38 3.72985228054569e-37
2 2 15 15 7 3 -3.7430926856072e-39 1.28429212704008e-37
2 2 15 15 7 5 -5.43048244958687e-40 1.87573625167092e-38
2 2 15 15 7 7 -5.03519972770816e-41 1.75266689861457e-39
2 2 15 15 7 9 -3.39903296075647e-42 1.19331834109064e-40
2 2 15 15 7 11 -1.78323844921064e-43 6.31861139737743e-42
2 2 15 15 9 1 -3.90821869236554e-40 1.4526266251967e-38
2 2 15 15 9 3 -1.61464301920109e-40 6.19836414224906e-39
2 2 15 15 9 5 -2.68318155563491e-41 1.06615414207938e-39
2 2 15 15 9 7 -2.75206540827329e-42 1.13359921561233e-40
2 2 15 15 9 9 -2.00527813609439e-43 8.57165772652601e-42
2 2 15 15 9 11 -1.11530608372774e-44 4.95113121376593e-43
2 2 15 15 11 1 -6.20295595343681e-42 3.89766987389524e-40
2 2 15 15 11 3 -2.64476854817241e-42 1.91021407531736e-40
2 2 15 15 11 5 -4.35442778975877e-43 3.65944527390894e-41
2 2 15 15 11 7 -4.27220969946398e-44 4.2409607395087e-42
2 2 15 15 11 9 -2.87754237362229e-45 3.44083491613575e-43
2 2 15 15 11 11 -1.4243792676366e-46 2.10757872850085e-44
1 1 16 16 2 2 -1.6261586320542e-40 5.14309454404789e-39
1 1 16 16 2 4 -1.64716190994894e-41 5.32205050401606e-40
1 1 16 16 2 6 -1.10927228608858e-42 3.61918109606132e-41
1 1 16 16 2 8 -5.7064102466374e-44 1.8721431542241e-42
1 1 16 16 2 10 -2.37284416155449e-45 7.81235660628865e-44
1 1 16 16 4 2 -1.6507189322227e-41 5.3234175425214e-40
1 1 16 16 4 4 -2.36305882102394e-42 7.68280533455241e-41
1 1 16 16 4 6 -2.01592925354787e-43 6.58048209005079e-42
1 1 16 16 4 8 -1.23963393651599e-44 4.05452193118512e-43
1 1 16 16 4 10 -5.94047477511748e-46 1.94468548683103e-44
1 1 16 16 6 2 -1.15236132857835e-42 3.64310286451157e-41
1 1 16 16 6 4 -2.104709711562e-43 6.63202830953593e-42
1 1 16 16 6 6 -2.15988333866026e-44 6.77732932103966e-43
1 1 16 16 6 8 -1.53819366198457e-45 4.80609748401619e-44
1 1 16 16 6 10 -8.31318602211531e-47 2.58732826133559e-45
1 1 16 16 8 2 -7.18514092824553e-44 1.99961072342252e-42
1 1 16 16 8 4 -1.56014773865222e-44 4.34071728453982e-43
1 1 16 16 8 6 -1.82698638473787e-45 5.09774802944318e-44
1 1 16 16 8 8 -1.44311269025981e-46 4.04793323170342e-45
1 1 16 16 8 10 -8.47413302003222e-48 2.39393197011869e-46
1 1 16 16 10 2 -3.11313243574121e-45 9.21919074709861e-44
1 1 16 16 10 4 -7.10450346970684e-46 2.21611917553457e-44
1 1 16 16 10 6 -8.58983700176637e-47 2.8211724806492e-45
1 1 16 16 10 8 -6.91957798443565e-48 2.39156644924462e-46
1 1 16 16 10 10 -4.10710482042613e-49 1.49297252200453e-47
1 1 16 16 1 1 -1.14110673044016e-39 3.32650606258634e-38
1 1 16 16 1 3 -1.09874017539125e-40 3.47740888865359e-39
1 1 16 16 1 5 -7.29105826280004e-42 2.3573957821264e-40
1 1 16 16 1 7 -3.7462057756808e-43 1.22325678900957e-41
1 1 16 16 1 9 -1.56972337323577e-44 5.15502896442859e-43
1 1 16 16 3 1 -1.09848160390765e-40 3.47730099719293e-39
1 1 16 16 3 3 -2.09924149646598e-41 6.78561904969159e-40
1 1 16 16 3 5 -1.96147171012361e-42 6.40482154832189e-41
1 1 16 16 3 7 -1.27264632325694e-43 4.18141986574267e-42
1 1 16 16 3 9 -6.35538054483696e-45 2.097387257017e-43
1 1 16 16 5 1 -7.24061740804446e-42 2.35451234244895e-40
1 1 16 16 5 3 -1.94073242880349e-42 6.39256155327441e-41
1 1 16 16 5 5 -2.28215758635253e-43 7.59323730766278e-42
1 1 16 16 5 7 -1.75688654119482e-44 5.89854874075899e-43
1 1 16 16 5 9 -1.00286669257674e-45 3.39629789057139e-44
1 1 16 16 7 1 -3.40954823001731e-43 1.19505937642091e-41
1 1 16 16 7 3 -1.12246334080721e-43 4.05354009390573e-42
1 1 16 16 7 5 -1.53029608838678e-44 5.69374919766741e-43
1 1 16 16 7 7 -1.31637550414796e-45 5.0469612252755e-44
1 1 16 16 7 9 -8.18610974993516e-47 3.23457489697729e-45
1 1 16 16 9 1 -7.44694947606633e-45 3.99291346313317e-43
1 1 16 16 9 3 -2.62085844457881e-45 1.56385887597598e-43
1 1 16 16 9 5 -3.68413571842186e-46 2.45581592998869e-44
1 1 16 16 9 7 -3.18093132813386e-47 2.37997678325099e-45
1 1 16 16 9 9 -1.94269472270679e-48 1.64099255627665e-46
1 2 16 16 2 1 6.71881733723938e-38 1.98171275234486e-39
1 2 16 16 2 3 4.43388230452368e-39 1.30755328553657e-40
1 2 16 16 2 5 2.24654516132494e-40 6.62393871454755e-42
1 2 16 16 2 7 9.36940598834165e-42 2.762072873068e-43
1 2 16 16 2 9 3.30638241474528e-43 9.74522493765988e-45
1 2 16 16 4 1 9.38932501522279e-39 2.76930613310343e-40
1 2 16 16 4 3 1.009785614751e-39 2.97677938895593e-41
1 2 16 16 4 5 6.9729557020444e-41 2.05415583022925e-42
1 2 16 16 4 7 3.63414301825417e-42 1.06962205345361e-43
1 2 16 16 4 9 1.52253743298807e-43 4.4763123487469e-45
1 2 16 16 6 1 7.32170549419334e-40 2.14490663405872e-41
1 2 16 16 6 3 1.07350042293443e-40 3.12982436079355e-42
1 2 16 16 6 5 9.26268530426344e-42 2.68488285694316e-43
1 2 16 16 6 7 5.72661575383899e-43 1.64881267142483e-44
1 2 16 16 6 9 2.75012815142682e-44 7.85940344779725e-46
1 2 16 16 8 1 4.142594518233e-41 1.12402026226177e-42
1 2 16 16 8 3 7.53388059431611e-42 1.98616103773686e-43
1 2 16 16 8 5 7.65964472008212e-43 1.95839195398908e-44
1 2 16 16 8 7 5.39265385109194e-44 1.33543705229046e-45
1 2 16 16 8 9 2.87901054777058e-45 6.89919344425936e-47
1 2 16 16 10 1 1.5059231749651e-42 2.51622007664068e-44
1 2 16 16 10 3 3.15014146270258e-43 4.65677584948707e-45
1 2 16 16 10 5 3.57194446708721e-44 4.6329245218641e-46
1 2 16 16 10 7 2.74495928538241e-45 3.09295734731992e-47
1 2 16 16 10 9 1.57478656346985e-46 1.52265920668518e-48
1 2 16 16 1 2 7.12571654214056e-38 2.10220750204531e-39
1 2 16 16 1 4 8.87699214695201e-39 2.61843084491517e-40
1 2 16 16 1 6 6.24025358418145e-40 1.84036797835278e-41
1 2 16 16 1 8 3.28483766405147e-41 9.68587986611115e-43
1 2 16 16 1 10 1.39390658462471e-42 4.1093654201607e-44
1 2 16 16 3 2 5.2492671143849e-39 1.54844771454421e-40
1 2 16 16 3 4 1.06541929553039e-39 3.14119156877709e-41
1 2 16 16 3 6 1.0221089868905e-40 3.01131876245086e-42
1 2 16 16 3 8 6.72772631710685e-42 1.9802458233998e-43
1 2 16 16 3 10 3.38994927171058e-43 9.96645362944977e-45
1 2 16 16 5 2 2.93825786077756e-40 8.60448798413668e-42
1 2 16 16 5 4 8.11537175775255e-41 2.36450210274036e-42
1 2 16 16 5 6 9.72589911088347e-42 2.8162528944343e-43
1 2 16 16 5 8 7.59348586539455e-43 2.18312651890103e-44
1 2 16 16 5 10 4.38526965293647e-44 1.25078976110201e-45
1 2 16 16 7 2 1.3110617795387e-41 3.5410150122715e-43
1 2 16 16 7 4 4.48542391507362e-42 1.17521920983557e-43
1 2 16 16 7 6 6.32987757636895e-43 1.60560104456926e-44
1 2 16 16 7 8 5.62501505229403e-44 1.3792985368192e-45
1 2 16 16 7 10 3.60960546129769e-45 8.54735739633987e-47
1 2 16 16 9 2 3.92174570442618e-43 6.38387799414591e-45
1 2 16 16 9 4 1.54109820574448e-43 2.20159976744072e-45
1 2 16 16 9 6 2.42305221010949e-44 3.0064145133535e-46
1 2 16 16 9 8 2.34828832298809e-45 2.49874678677555e-47
1 2 16 16 9 10 1.61804492008503e-46 1.45299263019291e-48
2 1 16 16 1 2 -6.71882873479726e-38 -1.98176002455869e-39
2 1 16 16 1 4 -9.38974480293478e-39 -2.77041391693833e-40
2 1 16 16 1 6 -7.33233624297446e-40 -2.16393498874961e-41
2 1 16 16 1 8 -4.2512020668213e-41 -1.25492428121174e-42
2 1 16 16 1 10 -1.97232849836139e-42 -5.82353682453599e-44
2 1 16 16 3 2 -4.43456692037789e-39 -1.30938578394631e-40
2 1 16 16 3 4 -1.01016965771835e-39 -2.98679304062344e-41
2 1 16 16 3 6 -1.07655861924361e-40 -3.18805779925214e-42
2 1 16 16 3 8 -7.80329520824501e-42 -2.31476334558672e-43
2 1 16 16 3 10 -4.29742515192631e-43 -1.27707054963023e-44
2 1 16 16 5 2 -2.25816883290442e-40 -6.83653922365161e-42
2 1 16 16 5 4 -7.02385457006895e-41 -2.14698952506278e-42
2 1 16 16 5 6 -9.37963005542477e-42 -2.89296428920818e-43
2 1 16 16 5 8 -8.08667300359395e-43 -2.51442756950038e-44
2 1 16 16 5 10 -5.11728006444089e-44 -1.60245168823783e-45
2 1 16 16 7 2 -1.00032173013855e-41 -3.51579313011807e-43
2 1 16 16 7 4 -3.90139272943833e-42 -1.38248305879095e-43
2 1 16 16 7 6 -6.19597729926482e-43 -2.20185191874132e-44
2 1 16 16 7 8 -6.12985829729527e-44 -2.17599997844985e-45
2 1 16 16 7 10 -4.33949124915042e-45 -1.53433282263441e-46
2 1 16 16 9 2 -4.12203818564992e-43 -1.46541077207201e-44
2 1 16 16 9 4 -1.82964324383395e-43 -6.17436828586824e-45
2 1 16 16 9 6 -3.20988765033429e-44 -1.02837174335828e-45
2 1 16 16 9 8 -3.43650071420615e-45 -1.04563855908451e-46
2 1 16 16 9 10 -2.59393094749972e-46 -7.49983380821339e-48
2 1 16 16 2 1 -7.12571718431824e-38 -2.10221012217052e-39
2 1 16 16 2 3 -5.24948866248988e-39 -1.54899171960388e-40
2 1 16 16 2 5 -2.94277504908245e-40 -8.68458425526767e-42
2 1 16 16 2 7 -1.34730389125285e-41 -3.97645236323481e-43
2 1 16 16 2 9 -5.18376015383162e-43 -1.53000808935518e-44
2 1 16 16 4 1 -8.87669852454086e-39 -2.61773423328425e-40
2 1 16 16 4 3 -1.06543968122381e-39 -3.14174177208405e-41
2 1 16 16 4 5 -8.13483195772076e-41 -2.3980626152361e-42
2 1 16 16 4 7 -4.65024486204338e-42 -1.37013816039725e-43
2 1 16 16 4 9 -2.1220723441597e-43 -6.24792544200327e-45
2 1 16 16 6 1 -6.23236359680282e-40 -1.82663936198159e-41
2 1 16 16 6 3 -1.02014216333063e-40 -2.97855752836153e-42
2 1 16 16 6 5 -9.73207455498157e-42 -2.82795277058917e-43
2 1 16 16 6 7 -6.59772634535226e-43 -1.90644626154184e-44
2 1 16 16 6 9 -3.44984850191676e-44 -9.90601901858888e-46
2 1 16 16 8 1 -3.2079068453309e-41 -8.77390678164743e-43
2 1 16 16 8 3 -6.51982112891128e-42 -1.7382955161528e-43
2 1 16 16 8 5 -7.33368416497161e-43 -1.90287757241961e-44
2 1 16 16 8 7 -5.66404405446859e-44 -1.4286579818379e-45
2 1 16 16 8 9 -3.29332396840019e-45 -8.06921156706377e-47
2 1 16 16 10 1 -1.0778041020812e-42 -1.89262199278261e-44
2 1 16 16 10 3 -2.52368051240554e-43 -3.97884893788506e-45
2 1 16 16 10 5 -3.16965646587505e-44 -4.46255153103663e-46
2 1 16 16 10 7 -2.67442779948451e-45 -3.34182107782909e-47
2 1 16 16 10 9 -1.67214898876087e-46 -1.84105088966062e-48
2 2 16 16 1 1 -8.62220555569087e-38 2.91767996545527e-36
2 2 16 16 1 3 -4.07745357931367e-39 1.37980297720677e-37
2 2 16 16 1 5 -1.95549294567758e-40 6.61757531561355e-39
2 2 16 16 1 7 -8.3067808623935e-42 2.81123571158262e-40
2 2 16 16 1 9 -3.07758377511137e-43 1.0416101965667e-41
2 2 16 16 3 1 -4.07703524189958e-39 1.37978593449398e-37
2 2 16 16 3 3 -5.72808846847879e-40 1.93894239034793e-38
2 2 16 16 3 5 -4.4648955398954e-41 1.51194851035703e-39
2 2 16 16 3 7 -2.58142601173938e-42 8.74667174077065e-41
2 2 16 16 3 9 -1.19384793855894e-43 4.04837947353229e-42
2 2 16 16 5 1 -1.94686052339273e-40 6.61274100489175e-39
2 2 16 16 5 3 -4.42982922637309e-41 1.50991993902348e-39
2 2 16 16 5 5 -4.69387915586791e-42 1.60744712264113e-40
2 2 16 16 5 7 -3.37522794400819e-43 1.16252449609257e-41
2 2 16 16 5 9 -1.8413603644673e-44 6.38444163822548e-43
2 2 16 16 7 1 -7.70487009752037e-42 2.76171033552157e-40
2 2 16 16 7 3 -2.31718270794953e-42 8.52565361659036e-41
2 2 16 16 7 5 -2.97674749602582e-43 1.12719075111712e-41
2 2 16 16 7 7 -2.46176737144099e-44 9.61154366622053e-43
2 2 16 16 7 9 -1.49177620436157e-45 6.01323915917388e-44
2 2 16 16 9 1 -1.56234022111188e-43 8.30421803654093e-42
2 2 16 16 9 3 -5.18765617959655e-44 3.09371715015133e-42
2 2 16 16 9 5 -6.98575075816614e-45 4.70880447998969e-43
2 2 16 16 9 7 -5.83230171552355e-46 4.48036746643615e-44
2 2 16 16 9 9 -3.46164992659456e-47 3.06058264806652e-45
2 2 16 16 2 2 -6.09503390684842e-39 2.06251301966459e-37
2 2 16 16 2 4 -4.47367726001122e-40 1.51391032976207e-38
2 2 16 16 2 6 -2.49925975874109e-41 8.45803365708424e-40
2 2 16 16 2 8 -1.140571139427e-42 3.86022190951328e-41
2 2 16 16 2 10 -4.37511404874416e-44 1.4808876829301e-42
2 2 16 16 4 2 -4.47215495743612e-40 1.51384800445335e-38
2 2 16 16 4 4 -5.37034206216381e-41 1.81862484854242e-39
2 2 16 16 4 6 -4.09337323518584e-42 1.3870534466768e-40
2 2 16 16 4 8 -2.33424060257707e-43 7.91637734657898e-42
2 2 16 16 4 10 -1.06220106507896e-44 3.60624087739647e-43
2 2 16 16 6 2 -2.47656109530485e-41 8.44522580394125e-40
2 2 16 16 6 4 -4.03795495730414e-42 1.38381364449257e-40
2 2 16 16 6 6 -3.8273560971887e-43 1.31965107389445e-41
2 2 16 16 6 8 -2.57400929344598e-44 8.93784372900634e-43
2 2 16 16 6 10 -1.33375597693102e-45 4.66778978623053e-44
2 2 16 16 8 2 -1.01686846522179e-42 3.75729227483873e-41
2 2 16 16 8 4 -2.00557232917191e-43 7.63801515486584e-42
2 2 16 16 8 6 -2.18241204946339e-44 8.58416369943639e-43
2 2 16 16 8 8 -1.62740539740599e-45 6.62080178523665e-44
2 2 16 16 8 10 -9.12403621532459e-47 3.84338152224453e-45
2 2 16 16 10 2 -1.83702102539859e-44 1.12189017365956e-42
2 2 16 16 10 4 -3.77009305801053e-45 2.62230954465356e-43
2 2 16 16 10 6 -4.10528593337731e-46 3.28562746305212e-44
2 2 16 16 10 8 -2.96523203042946e-47 2.76483282401586e-45
2 2 16 16 10 10 -1.56210586667197e-48 1.72380837402996e-46
1 1 17 17 1 1 -8.63735289770032e-43 2.50772143113178e-41
1 1 17 17 1 3 -7.5382174601906e-44 2.38061576508023e-42
1 1 17 17 1 5 -4.59442705788441e-45 1.48322622792636e-43
1 1 17 17 1 7 -2.18443448077222e-46 7.12365549938399e-45
1 1 17 17 1 9 -8.51980200560962e-48 2.79446706626109e-46
1 1 17 17 3 1 -7.5457348361917e-44 2.38090187952268e-42
1 1 17 17 3 3 -1.31593130091275e-44 4.23783750969379e-43
1 1 17 17 3 5 -1.13252045719635e-45 3.67971719528507e-44
1 1 17 17 3 7 -6.81769295723482e-47 2.22503935651977e-45
1 1 17 17 3 9 -3.17820833048908e-48 1.03964184059014e-46
1 1 17 17 5 1 -4.71581260175423e-45 1.48987498147211e-43
1 1 17 17 5 3 -1.1706461404685e-45 3.70142950701796e-44
1 1 17 17 5 5 -1.28645897667007e-46 4.0569501413843e-45
1 1 17 17 5 7 -9.3202188296214e-48 2.92799544807622e-46
1 1 17 17 5 9 -5.03490868214025e-49 1.57534446865674e-47
1 1 17 17 7 1 -2.70780472773113e-46 7.56378238539327e-45
1 1 17 17 7 3 -8.53871137246283e-47 2.37407661760207e-45
1 1 17 17 7 5 -1.11836286779454e-47 3.10644925779907e-46
1 1 17 17 7 7 -9.26655501719337e-49 2.57918544398901e-47
1 1 17 17 7 9 -5.56408642750318e-50 1.555466256283e-48
1 1 17 17 9 1 -1.24292343474976e-47 3.44895536666702e-46
1 1 17 17 9 3 -4.24737915631411e-48 1.23901118283377e-46
1 1 17 17 9 5 -5.86418459245723e-49 1.79789258774952e-47
1 1 17 17 9 7 -5.03019333274009e-50 1.62014064272751e-48
1 1 17 17 9 9 -3.08798839187306e-51 1.04430558251232e-49
1 1 17 17 2 2 -1.112935117165e-43 3.51331566472007e-42
1 1 17 17 2 4 -1.03114624518312e-44 3.32887938235329e-43
1 1 17 17 2 6 -6.40208715260284e-46 2.08878686973434e-44
1 1 17 17 2 8 -3.05495762397452e-47 1.00314012216839e-45
1 1 17 17 4 2 -1.02520808039684e-44 3.32541724054077e-43
1 1 17 17 4 4 -1.33667543618323e-45 4.39390871145953e-44
1 1 17 17 4 6 -1.04519558496808e-46 3.47054380766887e-45
1 1 17 17 4 8 -5.92197913082416e-48 1.98381043417085e-46
1 1 17 17 6 2 -5.86853492197022e-46 2.04397861949596e-44
1 1 17 17 6 4 -9.42681991849264e-47 3.37971184012028e-45
1 1 17 17 6 6 -8.56479241855112e-48 3.15982873759354e-46
1 1 17 17 6 8 -5.43357508242558e-49 2.06287902503493e-47
1 1 17 17 8 2 -1.49784647038383e-47 7.84099927695584e-46
1 1 17 17 8 4 -2.5868482006042e-48 1.49942302313514e-46
1 1 17 17 8 6 -2.43782392192601e-49 1.56921317938155e-47
1 1 17 17 8 8 -1.56266567738249e-50 1.12131045024805e-48
1 2 17 17 1 2 5.47997020468528e-41 1.61669548492319e-42
1 2 17 17 1 4 6.24104641867185e-42 1.84066186174757e-43
1 2 17 17 1 6 4.04002947162271e-43 1.19098988924261e-44
1 2 17 17 1 8 1.97044649046796e-44 5.80528448014459e-46
1 2 17 17 3 2 7.78877715914948e-46 2.29290299082776e-47
1 2 17 17 3 4 3.68130201445082e-42 1.08266988997601e-43
1 2 17 17 3 6 6.82274451360374e-43 1.99997227111472e-44
1 2 17 17 3 8 6.02143429178577e-44 1.7574040628478e-45
1 2 17 17 5 2 3.66906436306382e-45 1.06516747630757e-46
1 2 17 17 5 4 1.7206706869448e-46 4.96466396406276e-48
1 2 17 17 5 6 1.8666399227917e-43 5.21908996480851e-45
1 2 17 17 5 8 4.67917339960298e-44 1.27646664176214e-45
1 2 17 17 7 2 5.12793941512861e-45 1.36156889900397e-46
1 2 17 17 7 4 3.68473822829316e-46 9.50608706080328e-48
1 2 17 17 7 6 1.96947084117094e-47 4.93055435778586e-49
1 2 17 17 7 8 6.45528780487968e-45 1.23455125468699e-46
1 2 17 17 9 2 1.95398501687411e-45 3.35116602154184e-47
1 2 17 17 9 4 2.46656121997114e-46 3.76984841284379e-48
1 2 17 17 9 6 1.97904851549815e-47 2.67668343747923e-49
1 2 17 17 9 8 1.1558870828023e-48 1.37202805604708e-50
1 2 17 17 2 1 5.18465298526395e-41 1.52939833270436e-42
1 2 17 17 2 3 3.14112704532498e-42 9.26457845122136e-44
1 2 17 17 2 5 1.47066574754536e-43 4.33702324436127e-45
1 2 17 17 2 7 5.69978369560273e-45 1.68062103110468e-46
1 2 17 17 2 9 6.5807548829625e-42 1.94113591416105e-43
1 2 17 17 4 1 6.49317639316102e-43 1.914423619696e-44
1 2 17 17 4 3 4.14194029368667e-44 1.22041434010163e-45
1 2 17 17 4 5 2.00581611013622e-45 5.90518257748079e-47
1 2 17 17 4 7 4.69931979257837e-43 1.37708319185745e-44
1 2 17 17 4 9 6.32025840305454e-44 1.84352893151333e-45
1 2 17 17 6 1 5.03809923874844e-45 1.46125016568464e-46
1 2 17 17 6 3 2.89496254739019e-46 8.3417179432635e-48
1 2 17 17 6 5 2.45243119572254e-44 6.6613710605029e-46
1 2 17 17 6 7 4.09183794977514e-45 1.08018041719603e-46
1 2 17 17 6 9 3.84459232255366e-46 9.84474249596367e-48
1 2 17 17 8 1 2.51680681373892e-47 6.24265959724197e-49
1 2 17 17 8 3 8.27085355640118e-46 1.38380085953541e-47
1 2 17 17 8 5 1.58747421747917e-46 2.34952897491427e-48
1 2 17 17 8 7 1.66386746070704e-47 2.15935812208504e-49
1 2 17 17 8 9 1.18924408009425e-48 1.33914979420988e-50
2 1 17 17 2 1 -5.48003773271525e-41 -1.61687532736906e-42
2 1 17 17 2 3 -3.68376286368173e-42 -1.0871122111028e-43
2 1 17 17 2 5 -1.89808008194383e-43 -5.60248823861206e-45
2 1 17 17 2 7 -8.03796232846553e-45 -2.37298373335533e-46
2 1 17 17 2 9 -6.24214116607044e-42 -1.84354293877591e-43
2 1 17 17 4 1 -6.8334436538942e-43 -2.0205911297668e-44
2 1 17 17 4 3 -4.7957651019908e-44 -1.4200547735666e-45
2 1 17 17 4 5 -2.53662311375287e-45 -7.52278916311523e-47
2 1 17 17 4 7 -4.06019939085053e-43 -1.22813776081115e-44
2 1 17 17 4 9 -6.07545388814153e-44 -1.85474806274548e-45
2 1 17 17 6 1 -5.34209195499413e-45 -1.64512964054117e-46
2 1 17 17 6 3 -3.36095040659709e-46 -1.04326043741217e-47
2 1 17 17 6 5 -2.10266338853782e-44 -7.3871342812898e-46
2 1 17 17 6 7 -3.94877032057252e-45 -1.39975542806546e-46
2 1 17 17 6 9 -4.13187360313532e-46 -1.47013716466689e-47
2 1 17 17 8 1 -2.98518925945302e-47 -1.06200024832542e-48
2 1 17 17 8 3 -9.80909323387444e-46 -3.53155710168658e-47
2 1 17 17 8 5 -2.09895590465519e-46 -7.18901107289405e-48
2 1 17 17 8 7 -2.42870532412094e-47 -7.91510949565972e-49
2 1 17 17 8 9 -1.90074954202624e-48 -5.89659625880488e-50
2 1 17 17 1 2 -5.1846055876717e-41 -1.52928460314866e-42
2 1 17 17 1 4 -6.58080369285201e-42 -1.94126881113369e-43
2 1 17 17 1 6 -4.70552800450469e-43 -1.38792969291755e-44
2 1 17 17 1 8 -2.51548702819664e-44 -7.41744558105395e-46
2 1 17 17 3 2 -1.08248614309784e-45 -3.1904210850984e-47
2 1 17 17 3 4 -3.13929551060087e-42 -9.23238647209773e-44
2 1 17 17 3 6 -6.48626783891644e-43 -1.90274051450385e-44
2 1 17 17 3 8 -6.32271295481772e-44 -1.84823330241481e-45
2 1 17 17 5 2 -4.22148022490289e-45 -1.22857849889378e-46
2 1 17 17 5 4 -2.15437706988862e-46 -6.23755836603536e-48
2 1 17 17 5 6 -1.44834884529677e-43 -4.06934564739586e-45
2 1 17 17 5 8 -4.05155593991441e-44 -1.11376693976015e-45
2 1 17 17 7 2 -4.90728266012399e-45 -1.31697518524326e-46
2 1 17 17 7 4 -3.86533444408636e-46 -1.01114359394995e-47
